"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"sw_national_defense_medal_gold/name";"Swedish Armed Forces Service Medal for National Defense (Gold)";"Médaille de Service des Forces Armées Suédoises pour la Défense Nationale (Or)";"Medaglia delle Forze Armate Svedesi al Servizio per la Difesa Nazionale (Oro)";"Medaille der schwedischen Streitkräfte für nationale Verteidigung (Gold)";"Medalla del Servicio de las Fuerzas Armadas Suecas para la Defensa Nacional (Oro)";"Медаль За службу в национальной обороне (золотая)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"金\t质\t国\t防\t军\t国\t防\t长\t期\t服\t役\t奖\t章";"国家防衛における\tスウェーデン\t軍軍務\tメダル (金)";"Medalha das Forças Armadas da Suécia pela Defesa Nacional (Ouro)";"Медаль за службу Збройних Сил Швеції за національну оборону (золота)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"Svéd Fegyveres Erők Honvédelmi Szolgálati Érme aranyban";"스웨덴군 근속 훈장 (금장)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"Swedish Armed Forces Service Medal for National Defense (Gold)";"金\t質\t國\t防\t軍\t國\t防\t長\t期\t服\t役\t獎\t章";"  ";;
"sw_national_defense_medal_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_national_defense_medal_bronze/name";"Swedish Armed Forces Service Medal for National Defense (bronze)";"Médaille de Service des Forces Armées Suédoises pour la Défense Nationale (Bronze)";"Medaglia delle Forze Armate Svedesi al Servizio per la Difesa Nazionale (Bronzo)";"Medaille der schwedischen Streitkräfte für nationale Verteidigung (Bronze)";"Medalla del Servicio de las Fuerzas Armadas Suecas para la Defensa Nacional (Bronce)";"Медаль За службу в национальной обороне (бронзовая)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"铜\t质\t国\t防\t军\t国\t防\t长\t期\t服\t役\t奖\t章";"国家防衛における\tスウェーデン\t軍軍務\tメダル (銅)";"Medalha das Forças Armadas da Suécia pela Defesa Nacional (Bronze)";"Медаль за службу Збройних Сил Швеції за національну оборону (бронзова)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"Svéd Fegyveres Erők Honvédelmi Szolgálati Érme bronzban";"스웨덴군 근속 훈장 (동장)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"Swedish Armed Forces Service Medal for National Defense (bronze)";"銅\t質\t國\t防\t軍\t國\t防\t長\t期\t服\t役\t獎\t章";"  ";;
"sw_national_defense_medal_bronze/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_merit_medal_silver/name";"Swedish Armed Forces Medal of Merit (Silver with swords)";"Médaille du Mérite des Forces Armées Suédoises (Argent avec épées)";"Medaglia delle Forze Armate Svedesi al Merito (Argento con Spade)";"Verdienstmedaille der schwedischen Streitkräfte (Silber mit Schwertern)";"Medalla al Mérito de las Fuerzas Armadas Suecas (Plata con espadas)";"Медаль За заслуги (серебряная с мечами)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"银\t质\t带\t剑\t国\t防\t军\t功\t勋\t奖\t章";"スウェーデン\t軍勲功章 (剣付きの\t銀)";"Medalha das Forças Armadas da Suécia ao Mérito (Prata com Espadas)";"Медаль ""За заслуги"" Шведських Збройних Сил (срібна з мечами)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"Svéd Fegyveres Erők Érdemérme ezüstben kardokkal";"스웨덴군 공로훈장 (은장 검 메달)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"Swedish Armed Forces Medal of Merit (Silver with swords)";"銀\t質​佩\t劍\t國\t防\t軍\t功\t勳\t獎\t章";"  ";;
"sw_merit_medal_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_merit_medal_gold/name";"Swedish Armed Forces Medal of Merit (Gold with swords)";"Médaille du Mérite des Forces Armées Suédoises (Or avec épées)";"Medaglia delle Forze Armate Svedesi al Merito (Oro con Spade)";"Verdienstmedaille der schwedischen Streitkräfte (Gold mit Schwertern)";"Medalla al Mérito de las Fuerzas Armadas Suecas (Oro con espadas)";"Медаль За заслуги (золотая с мечами)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"金\t质\t带\t剑\t国\t防\t军\t功\t勋\t奖\t章";"スウェーデン\t軍勲功章 (剣付きの\t金)";"Medalha das Forças Armadas da Suécia ao Mérito (Ouro com Espadas)";"Медаль ""За заслуги"" Шведських Збройних Сил (золото з мечами)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"Svéd Fegyveres Erők Érdemérme aranyban kardokkal";"스웨덴군 공로훈장 (금장 검 메달)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"Swedish Armed Forces Medal of Merit (Gold with swords)";"金\t質​佩\t劍\t國\t防\t軍\t功\t勳\t獎\t章";"  ";;
"sw_merit_medal_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_international_service_medal/name";"Swedish Armed Forces International Service Medal";"Médaille du Service International des Forces Armées Suédoises";"Medaglia al Servizio Internazionale delle Forze Armate Svedesi";"Medaille der schwedischen Streitkräfte für internationale Verdienste";"Medalla al Servicio Internacional de las Fuerzas Armadas Suecas";"Медаль За международную службу";"Swedish Armed Forces International Service Medal";"Swedish Armed Forces International Service Medal";"Swedish Armed Forces International Service Medal";"国\t防\t军\t国\t际\t服\t务\t奖\t章";"スウェーデン\t軍国際軍務\tメダル";"Medalha das Forças Armadas da Suécia ao Serviço Internacional ";"Медаль За міжнародну службу Збройних Сил Швеції";"Swedish Armed Forces International Service Medal";"Svéd Fegyveres Erők Nemzetközi Szolgálati Érme";"스웨덴군 국제 작전 훈장";"Swedish Armed Forces International Service Medal";"Swedish Armed Forces International Service Medal";"國\t防\t軍\t國\t際\t服\t務\t獎\t章";"  ";;
"sw_international_service_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_grand_sword_cross/name";"Knight's Grand Sword Cross";"Croix de la Grande Épée du Chevalier";"Cavaliere di Gran Croce di Spade";"Großes Ritterschwertkreuz";"Gran Cruz de Espada de Caballero";"Большой крест ордена Мечей";"Krzyż Kawalerski I Klasy Orderu Miecza";"Knight's Grand Sword Cross";"Knight's Grand Sword Cross";"皇\t家\t骑\t士\t大\t十\t字\t宝\t剑\t勋\t章";"剣勲章";"Cruz da Grande Espada do Cavaleiro";"Великий хрест ордена Мечів";"Knight's Grand Sword Cross";"Lovagi Nagy Kardkereszt";"대십자 기사 검훈장";"Knight's Grand Sword Cross";"Knight's Grand Sword Cross";"皇\t家\t騎\t士\t大\t十\t字\t寶\t劍\t勳\t章";"  ";;
"sw_grand_sword_cross/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_conscript_medal/name";"Swedish Armed Forces Conscript Medal";"Médaille du Conscrit des Forces Armées Suédoises";"Medaglia alla Coscrizione delle Forze Armate Svedesi";"Medaille für Wehrpflichtige der schwedischen Streitkräfte";"Medalla de Conscripto de las Fuerzas Armadas Suecas";"Медаль резервиста";"Swedish Armed Forces Conscript Medal";"Swedish Armed Forces Conscript Medal";"Swedish Armed Forces Conscript Medal";"国\t防\t军\t国\t防\t义\t务\t奖\t章";"スウェーデン\t軍徴集\tメダル";"Medalha das Forças Armadas da Suécia ao Recruta";"Медаль резервіста Швеції";"Swedish Armed Forces Conscript Medal";"Svéd Fegyveres Erők Besorozási Érme";"스웨덴군 징병 훈장";"Swedish Armed Forces Conscript Medal";"Swedish Armed Forces Conscript Medal";"國\t防\t軍\t國\t防\t義\t務\t獎\t章";"  ";;
"sw_conscript_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_air_gunner_badge/name";"Air Force Aerial Gunner Badge";"Insigne de mitrailleur embarqué de l'Air Force";"Distintivo Artigliere dell'Aeronautica";"Abzeichen der Bordschützen der Luftstreitkräfte";"Insignia de Artillero de la Fuerza Aérea";"Нагрудный знак стрелка";"Odznaka strzelca pokładowego Sił Powietrznych";"Air Force Aerial Gunner Badge";"Air Force Aerial Gunner Badge";"空\t军\t航\t空\t机\t枪\t手\t胸\t章";"空軍対空砲手\tバッジ";"Distintivo de Artilheiro da Força Aérea";"Нагрудний знак стрілка";"Air Force Aerial Gunner Badge";"Légi lövész jelvény";"공군 기총사수 배지";"Air Force Aerial Gunner Badge";"Air Force Aerial Gunner Badge";"空\t軍\t航\t空\t機\t槍\t手\t胸\t章";"  ";;
"sw_air_gunner_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_victory_75_medal/name";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"Médaille du Jubilé ""75 ans de la Victoire de la Grande Guerre Patriotique 1941–1945"" ";"Medaglia del Giubileo ""75° Anniversario della Vittoria nella Grande Guerra Patriottica 1941-1945""";"Medaille zum Jubiläum ""75. Jahrestag des Sieges im Großen Vaterländischen Krieg 1941-1945""";"Medalla Aniversario ""75 Años de la Victoria en la Gran Guerra Patriótica 1941-1945""";"Юбилейная медаль ""75 лет Победы в Великой Отечественной войне 1941—1945 гг.""";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"“1941 - 1945 年\t伟\t大\t卫\t国\t战\t争\t胜\t利 75 周\t年”\t纪\t念\t章";"「大祖国戦争 1941–1945 戦勝\t75周年」\t記念\tメダル";"Medalha Jubileu ""75 anos da Vitória na Grande Guerra Patriótica 1941-1945""";"Ювілейна медаль ""75 років Перемоги у Великій Вітчизняній війні 1941-1945 рр.""";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"Az 1941–1945-ös Nagy Honvédő Háborúban aratott győzelem hetvenötödik évfordulójára emlékérem";"""1941–1945년 대조국전쟁 대독승전훈장 75주년"" 기념 메달";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"Jubilee Medal ""75 Years of Victory in the Great Patriotic War 1941–1945""";"“1941 - 1945 年\t偉\t大\t衛\t國\t戰\t爭\t勝\t利 75 週\t年”\t紀\t念\t章";" ";;
"ussr_victory_75_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"il_medal_of_valour/name";"Medal of Valour";"Médaille de la Bravoure";"Medaglia al Valore";"Medal of Valour";"Medalla al Valor";"Медаль За героизм";"Medal za Dzielność";"Medal of Valour";"Medal of Valour";"英\t勇\t奖\t章";"Medal of Valour";"Medal of Valour";"Медаль «За героїзм»";"Medal of Valour";"Medal of Valour";"용기훈장";"Medal of Valour";"Medal of Valour";"英\t勇\t獎\t章";"Medal of Valour";;
"il_medal_of_valour/desc";;;;;;;;;;;;;;;;;;;;;;
"il_medal_of_courage/name";"Medal of Courage";"Médaille du Courage";"Medaglia al Coraggio";"Tapferkeitsmedaille";"Medalla al Coraje";"Медаль За отвагу";"Medal za Odwagę";"Medal of Courage";"Medal of Courage";"勇\t敢\t奖\t章";"Medal of Courage";"Medal of Courage";"Медаль «За відвагу»";"Medal of Courage";"Medal of Courage";"용맹훈장";"Medal of Courage";"Medal of Courage";"勇\t氣\t勳\t章";"Medal of Courage";;
"il_medal_of_courage/desc";;;;;;;;;;;;;;;;;;;;;;
"il_medal_for_distinguished_service/name";"Medal of Distinguished Service";"Médaille du Service Distingué ";"Medaglia al Merito";"Medaille für besondere Verdienste";"Medalla al Servicio Distinguido";"Медаль За отличие";"Medal za Wybitną Służbę";"Medal of Distinguished Service";"Medal of Distinguished Service";"杰\t出\t服\t务\t奖\t章";"Medal of Distinguished Service";"Medal of Distinguished Service";"Медаль «За видатні заслуги»";"Medal of Distinguished Service";"Medal of Distinguished Service";"해적장장 A";"Medal of Distinguished Service";"Medal of Distinguished Service";"傑\t出\t服\t務\t獎\t章";"Medal of Distinguished Service";;
"il_medal_for_distinguished_service/desc";;;;;;;;;;;;;;;;;;;;;;
"il_chief_of_staff_citation/name";"Chief of Staff Citation";"Citation du Chef de l'État-major";"Encomio Capo dello Stato Maggiore";"Chief of Staff Citation";"Citación del Jefe de Estado Mayor";"Знак отличия Начальника Генерального Штаба";"Wyróżnienie Szefa Sztabu";"Chief of Staff Citation";"Chief of Staff Citation";"参\t谋\t长\t级\t表\t彰";"Chief of Staff Citation";"Chief of Staff Citation";"Подяка від начальника генштабу";"Chief of Staff Citation";"Chief of Staff Citation";"참모총장 표창";"Chief of Staff Citation";"Chief of Staff Citation";"參\t謀\t長\t級\t表\t彰";"Chief of Staff Citation";;
"il_chief_of_staff_citation/desc";;;;;;;;;;;;;;;;;;;;;;
"il_territorial_command_citation/name";"OC Territorial Command Citation";"Citation du Général d'armée";"Encomio Comando Territoriale OC";"OC Territorial Command Citation";"Citación del Comando Territorial OC";"Знак отличия Командующего округом";"Wyróżnienie Dowództwa Terytorialnego";"OC Territorial Command Citation";"OC Territorial Command Citation";"战\t区\t司\t令\t部\t级\t指\t挥\t官\t表\t彰";"OC Territorial Command Citation";"OC Territorial Command Citation";"Подяка від оперативного територіального командування";"OC Territorial Command Citation";"OC Territorial Command Citation";"전구사령부 지휘관 표창";"OC Territorial Command Citation";"OC Territorial Command Citation";"戰\t區\t司\t令\t部\t級\t指\t揮\t官\t表\t彰";"OC Territorial Command Citation";;
"il_territorial_command_citation/desc";;;;;;;;;;;;;;;;;;;;;;
"il_divisional_commander_citation/name";"Divisional Commander Citation";"Citation du Général de division";"Encomio Comandante di Divisione";"Divisional Commander Citation";"Citación del Comandante de División";"Знак отличия командира дивизии";"Wyróżnienie Dowódcy Dywizji";"Divisional Commander Citation";"Divisional Commander Citation";"师\t级\t指\t挥\t官\t表\t彰";"Divisional Commander Citation";"Divisional Commander Citation";"Подяка від командиру дивізії";"Divisional Commander Citation";"Divisional Commander Citation";"사단장 표창";"Divisional Commander Citation";"Divisional Commander Citation";"師\t級\t指\t揮\t官\t表\t彰";"Divisional Commander Citation";;
"il_divisional_commander_citation/desc";;;;;;;;;;;;;;;;;;;;;;
"il_brigade_commander_citation/name";"Brigade Commander Citation";"Citation du Colonel";"Encomio Comandante di Brigata";"Brigade Commander Citation";"Citación del Comandante de Brigada";"Знак отличия командира бригады";"Wyróżnienie Dowódcy Brygady";"Brigade Commander Citation";"Brigade Commander Citation";"旅\t级\t指\t挥\t官\t表\t彰";"Brigade Commander Citation";"Brigade Commander Citation";"Подяка від командиру бригади";"Brigade Commander Citation";"Brigade Commander Citation";"여단장 표창";"Brigade Commander Citation";"Brigade Commander Citation";"旅\t級\t指\t揮\t官\t表\t彰";"Brigade Commander Citation";;
"il_brigade_commander_citation/desc";;;;;;;;;;;;;;;;;;;;;;
"il_peace_for_galilee_war/name";"Peace of Galilee 1982 War Ribbon";"Ruban de l'opération Paix en Galilée 1982";"Nastrino per la Guerra del Libano 1982";"Peace of Galilee 1982 War Ribbon";"Cinta de Operación Paz para Galilea 1982";"За участие в Ливанской кампании";"Baretka za udział w wojnie libańskiej";"Peace of Galilee 1982 War Ribbon";"Peace of Galilee 1982 War Ribbon";"1982 年\t“和\t平\t加\t利\t利”\t军\t事\t行\t动\t勋\t表";"Peace of Galilee 1982 War Ribbon";"Peace of Galilee 1982 War Ribbon";"Стрічка «Мир Галілеї», війна 1982";"Peace of Galilee 1982 War Ribbon";"Peace of Galilee 1982 War Ribbon";"1982년 '갈릴리의 평화'작전 리본 ";"Peace of Galilee 1982 War Ribbon";"Peace of Galilee 1982 War Ribbon";"1982 年\t“和\t平\t加\t利\t利”\t軍\t事\t行\t動\t勳\t表";"Peace of Galilee 1982 War Ribbon";;
"il_peace_for_galilee_war/desc";;;;;;;;;;;;;;;;;;;;;;
"il_war_of_attrition/name";"War of Attrition 1968-1970 Ribbon";"Ruban de la Guerre d'Attrition 1968-1970";"Nastrino della Guerra d'Attrito 1968-1970";"War of Attrition 1968-1970 Ribbon";"Cinta de la Guerra de Atrición 1968-1970";"За участие в Войне на истощение";"Baretka za udział w wojnie na wyczerpanie 1968-1970";"War of Attrition 1968-1970 Ribbon";"War of Attrition 1968-1970 Ribbon";"1968 - 1970 年\t消\t耗\t战\t争\t勋\t表";"War of Attrition 1968-1970 Ribbon";"War of Attrition 1968-1970 Ribbon";"Стрічка «Війна на виснаження» 1968-1970";"War of Attrition 1968-1970 Ribbon";"War of Attrition 1968-1970 Ribbon";"1968-1970년 소모전 리본";"War of Attrition 1968-1970 Ribbon";"War of Attrition 1968-1970 Ribbon";"1968 - 1970 年\t消\t耗\t戰\t爭\t勳\t表";"War of Attrition 1968-1970 Ribbon";;
